,apparentTemperature,cloudCover,humidity,precipType,pressure,summary,temperature,windBearing,windSpeed
29/07/2018 09:00,16.14,0.75,0.88,rain,1016.21,Drizzle,16.14,174,6.6
29/07/2018 10:00,16.44,0.81,0.9,rain,1016.26,Drizzle and Breezy,16.4,165,8.12
29/07/2018 11:00,16.41,0.94,0.9,rain,1016.21,Drizzle and Breezy,16.37,174,8.79
29/07/2018 12:00,17.76,0.94,0.89,rain,1016.08,Drizzle and Breezy,17.62,174,8.55
29/07/2018 13:00,18.33,0.94,0.89,rain,1015.88,Drizzle and Breezy,18.14,182,8.54
29/07/2018 14:00,19.04,0.94,0.85,rain,1015.68,Drizzle and Breezy,18.89,185,8.42
29/07/2018 15:00,19.4,0.94,0.87,rain,1015.52,Drizzle and Breezy,19.15,187,8.44
29/07/2018 16:00,20.14,0.94,0.85,rain,1015.44,Drizzle and Breezy,19.89,191,8.6
29/07/2018 17:00,20.5,0.94,0.87,rain,1015.46,Drizzle and Breezy,20.14,192,8.81
29/07/2018 18:00,20.22,0.94,0.87,rain,1015.58,Drizzle and Breezy,19.89,192,7.87
29/07/2018 19:00,19.72,0.94,0.9,rain,1015.77,Drizzle,19.37,197,7.2
29/07/2018 20:00,19.73,0.88,0.9,rain,1015.97,Drizzle,19.37,202,6.94
29/07/2018 21:00,19.62,0.8,0.86,rain,1016.15,Drizzle,19.37,206,7.39
29/07/2018 22:00,19.4,0.88,0.87,rain,1016.25,Drizzle,19.15,212,7.07
29/07/2018 23:00,18.54,0.8,0.87,rain,1016.26,Drizzle,18.37,218,6.7
30/07/2018 00:00,18.51,0.8,0.86,rain,1016.18,Drizzle,18.37,218,6.34
30/07/2018 01:00,18.46,0.75,0.86,rain,1016.04,Drizzle,18.32,210,5.07
30/07/2018 02:00,18.47,0.75,0.83,rain,1015.87,Drizzle,18.4,205,3.7
30/07/2018 03:00,18.54,0.94,0.86,rain,1015.73,Drizzle,18.4,184,3.07
30/07/2018 04:00,18.61,0.88,0.89,rain,1015.66,Drizzle,18.4,172,3.27
30/07/2018 05:00,18.61,0.73,0.89,rain,1015.67,Drizzle,18.4,163,3.5
30/07/2018 06:00,18.68,0.81,0.92,rain,1015.77,Drizzle,18.4,182,3.5
30/07/2018 07:00,19.47,0.94,0.9,rain,1015.92,Drizzle,19.15,181,3.75
30/07/2018 08:00,20.21,0.73,0.86,rain,1016.08,Drizzle,19.92,191,4.78
30/07/2018 09:00,20.72,0.88,0.83,rain,1016.2,Drizzle,20.44,191,5.53
30/07/2018 10:00,20.84,0.88,0.8,rain,1016.25,Drizzle,20.64,198,5.09
30/07/2018 11:00,20.04,0.75,0.82,rain,1016.2,Drizzle,19.85,212,5.54
30/07/2018 12:00,21.99,0.8,0.69,rain,1016.07,Drizzle,21.93,212,7.95
30/07/2018 13:00,22.66,0.54,0.59,rain,1015.88,Drizzle,22.66,210,7.55
30/07/2018 14:00,22.44,0.31,0.6,rain,1015.67,Drizzle and Breezy,22.44,210,8.68
30/07/2018 15:00,22.66,0.6,0.54,rain,1015.51,Drizzle and Breezy,22.66,212,8.53
30/07/2018 16:00,23.18,0.54,0.53,rain,1015.43,Drizzle,23.18,220,7.66
30/07/2018 17:00,22.66,0.48,0.55,rain,1015.45,Drizzle,22.66,219,7.37
30/07/2018 18:00,21.67,0.32,0.57,rain,1015.57,Drizzle,21.67,219,6.82
30/07/2018 19:00,21.41,0.36,0.57,rain,1015.76,Drizzle,21.41,205,6.8
30/07/2018 20:00,20.14,0.19,0.6,rain,1015.97,Drizzle,20.14,210,5.25
30/07/2018 21:00,19.15,0.19,0.64,rain,1016.14,Drizzle,19.15,205,4.58
30/07/2018 22:00,18.14,0.19,0.68,rain,1016.25,Drizzle,18.14,209,3.32
30/07/2018 23:00,17.62,0.55,0.72,rain,1016.26,Drizzle,17.62,196,2.92
31/07/2018 00:00,16.62,0.54,0.77,rain,1016.17,Drizzle,16.62,167,3.09
31/07/2018 01:00,16.88,0.19,0.79,rain,1016.03,Drizzle,16.88,180,3.14
31/07/2018 02:00,16.36,0.44,0.84,rain,1015.86,Drizzle,16.36,188,2.95
31/07/2018 03:00,16.88,0.53,0.82,rain,1015.72,Drizzle,16.88,173,3.46
31/07/2018 04:00,16.62,0.36,0.86,rain,1015.65,Drizzle,16.62,190,2.81
31/07/2018 05:00,16.72,0.61,0.9,rain,1015.66,Drizzle,16.65,218,2.79
31/07/2018 06:00,16.44,0.31,0.9,rain,1015.76,Drizzle,16.4,221,2.58
31/07/2018 07:00,15.89,0.6,0.9,rain,1015.91,Drizzle,15.89,235,3.71
31/07/2018 08:00,17.39,0.61,0.81,rain,1016.07,Drizzle,17.39,252,5.95
31/07/2018 09:00,18.4,0.51,0.71,rain,1016.19,Drizzle,18.4,266,5.92
31/07/2018 10:00,19.92,0.44,0.6,rain,1016.24,Drizzle,19.92,268,5.06
31/07/2018 11:00,21.93,0.6,0.5,rain,1016.19,Drizzle,21.93,247,4.6
31/07/2018 12:00,21.71,0.44,0.5,rain,1016.06,Drizzle,21.71,235,4.15
31/07/2018 13:00,22.91,0.61,0.45,rain,1015.87,Drizzle,22.91,228,4.3
31/07/2018 14:00,23.92,0.66,0.41,rain,1015.67,Drizzle,23.92,218,5.58
31/07/2018 15:00,24.14,0.65,0.4,rain,1015.5,Drizzle,24.14,224,5.52
31/07/2018 16:00,24.66,0.65,0.39,rain,1015.42,Drizzle,24.66,216,3.32
31/07/2018 17:00,23.96,0.64,0.45,rain,1015.45,Drizzle,23.96,201,4.74
31/07/2018 18:00,22.91,0.63,0.45,rain,1015.57,Drizzle,22.91,220,4.79
31/07/2018 19:00,21.15,0.61,0.52,rain,1015.75,Drizzle,21.15,201,4.68
31/07/2018 20:00,20.14,0.59,0.59,rain,1015.96,Drizzle,20.14,209,4.5
31/07/2018 21:00,17.84,0.58,0.65,rain,1016.13,Drizzle,17.84,220,3.68
31/07/2018 22:00,16.32,0.56,0.72,rain,1016.24,Drizzle,16.32,224,3.54
31/07/2018 23:00,16.37,0.55,0.73,rain,1016.25,Drizzle,16.37,214,3.32
01/08/2018 00:00,15.62,0.54,0.78,rain,1016.17,Drizzle,15.62,228,3.24
01/08/2018 01:00,14.33,0.54,0.84,rain,1016.02,Drizzle,14.33,217,3.33
01/08/2018 02:00,13.92,0.54,0.86,rain,1015.85,Drizzle,13.92,224,2.92
01/08/2018 03:00,13.85,0.55,0.87,rain,1015.71,Drizzle,13.85,225,3.09
01/08/2018 04:00,13.58,0.57,0.88,rain,1015.64,Drizzle,13.58,238,2.81
01/08/2018 05:00,13.62,0.59,0.91,rain,1015.65,Drizzle,13.62,243,2.28
01/08/2018 06:00,13.85,0.61,0.9,rain,1015.75,Drizzle,13.85,240,1.82
01/08/2018 07:00,15.1,0.75,0.83,rain,1015.9,Drizzle,15.1,234,2.55
01/08/2018 08:00,18.17,0.75,0.71,rain,1016.06,Drizzle,18.17,271,2.36
01/08/2018 09:00,20.18,0.44,0.54,rain,1016.19,Drizzle,20.18,243,2.07
01/08/2018 10:00,20.4,0.24,0.53,rain,1016.23,Drizzle,20.4,233,2.4
01/08/2018 11:00,22.18,0.19,0.46,rain,1016.19,Drizzle,22.18,264,2.87
01/08/2018 12:00,23.14,0.36,0.44,rain,1016.05,Drizzle,23.14,225,3.71
01/08/2018 13:00,23.66,0.66,0.41,rain,1015.86,Drizzle,23.66,238,4.09
01/08/2018 14:00,24.66,0.66,0.36,rain,1015.66,Drizzle,24.66,192,3.89
01/08/2018 15:00,25.67,0.65,0.36,rain,1015.5,Drizzle,25.67,220,3.12
01/08/2018 16:00,24.89,0.64,0.38,rain,1015.42,Drizzle,24.89,218,2.11
01/08/2018 17:00,24.89,0.64,0.39,rain,1015.44,Drizzle,24.89,212,3.05
01/08/2018 18:00,24.66,0.62,0.38,rain,1015.56,Drizzle,24.66,201,4.19
01/08/2018 19:00,23.66,0.61,0.39,rain,1015.74,Drizzle,23.66,219,4.51
01/08/2018 20:00,21.67,0.59,0.48,rain,1015.95,Drizzle,21.67,198,4.3
01/08/2018 21:00,19.89,0.58,0.54,rain,1016.13,Drizzle,19.89,218,4.28
01/08/2018 22:00,17.84,0.56,0.61,rain,1016.23,Drizzle,17.84,226,3.14
01/08/2018 23:00,17.37,0.55,0.64,rain,1016.24,Drizzle,17.37,228,3.01
02/08/2018 00:00,16.37,0.54,0.7,rain,1016.16,Drizzle,16.37,227,3.25
02/08/2018 01:00,14.59,0.54,0.77,rain,1016.01,Drizzle,14.59,218,2.92
02/08/2018 02:00,14.33,0.54,0.83,rain,1015.84,Drizzle,14.33,225,2.69
02/08/2018 03:00,14.37,0.55,0.81,rain,1015.7,Drizzle,14.37,235,2.8
02/08/2018 04:00,13.85,0.57,0.84,rain,1015.63,Drizzle,13.85,230,3.21
02/08/2018 05:00,14.1,0.59,0.83,rain,1015.65,Drizzle,14.1,225,2.4
02/08/2018 06:00,15.62,0.61,0.8,rain,1015.74,Drizzle,15.62,228,3.18
02/08/2018 07:00,17.39,0.62,0.72,rain,1015.89,Drizzle,17.39,232,3.38
02/08/2018 08:00,19.4,0.64,0.63,rain,1016.05,Drizzle,19.4,230,3.14
02/08/2018 09:00,21.18,0.65,0.55,rain,1016.18,Drizzle,21.18,238,3.54
02/08/2018 10:00,22.66,0.65,0.49,rain,1016.22,Drizzle,22.66,234,3.46
02/08/2018 11:00,24.92,0.66,0.45,rain,1016.18,Drizzle,24.92,248,2.66
02/08/2018 12:00,25.19,0.66,0.45,rain,1016.04,Drizzle,25.19,240,2.69
02/08/2018 13:00,27.06,0.66,0.45,rain,1015.85,Drizzle,26.91,227,3.25
02/08/2018 14:00,27.99,0.65,0.45,rain,1015.65,Drizzle,27.93,200,2.95
02/08/2018 15:00,28.67,0.65,0.43,rain,1015.49,Drizzle,28.67,223,2.62
02/08/2018 16:00,28.67,0.19,0.43,rain,1015.41,Drizzle,28.67,236,2.77
02/08/2018 17:00,28.67,0.64,0.44,rain,1015.43,Drizzle,28.67,230,2.57
02/08/2018 18:00,27.96,0.62,0.45,rain,1015.55,Drizzle,27.89,177,2.35
02/08/2018 19:00,27.79,0.61,0.5,rain,1015.74,Drizzle,27.39,211,1.3
02/08/2018 20:00,25.39,0.59,0.56,rain,1015.94,Drizzle,25.34,211,1.77
02/08/2018 21:00,23.94,0.57,0.63,rain,1016.12,Drizzle,23.84,207,2.05
02/08/2018 22:00,22.32,0.56,0.65,rain,1016.22,Drizzle,22.32,189,2.6
02/08/2018 23:00,21.13,0.55,0.73,rain,1016.23,Drizzle,21.07,261,0.89
03/08/2018 00:00,19.64,0.54,0.8,rain,1016.15,Drizzle,19.54,261,1.28
03/08/2018 01:00,19.91,0.54,0.78,rain,1016,Drizzle,19.82,272,1.16
03/08/2018 02:00,19.44,0.54,0.81,rain,1015.84,Drizzle,19.34,313,1.86
03/08/2018 03:00,18.69,0.55,0.85,rain,1015.7,Drizzle,18.56,330,0.52
03/08/2018 04:00,17.69,0.57,0.89,rain,1015.62,Drizzle,17.56,306,1.16
03/08/2018 05:00,17.12,0.59,0.89,rain,1015.64,Drizzle,17.04,334,0.99
03/08/2018 06:00,20.04,0.6,0.82,rain,1015.74,Drizzle,19.85,14,0.99
03/08/2018 07:00,22.62,0.62,0.74,rain,1015.89,Drizzle,22.4,4,1.95
03/08/2018 08:00,24.12,0.64,0.67,rain,1016.05,Drizzle,23.92,16,1.99
03/08/2018 09:00,26.14,0.65,0.6,rain,1016.17,Drizzle,25.93,90,2.1
03/08/2018 10:00,27.78,0.65,0.53,rain,1016.22,Drizzle,27.17,152,0.97
03/08/2018 11:00,29.03,0.44,0.48,rain,1016.17,Drizzle,28.71,172,2.39
03/08/2018 12:00,29.49,0.75,0.44,rain,1016.03,Drizzle,29.4,320,0.55
03/08/2018 13:00,29.42,0.66,0.44,rain,1015.84,Drizzle,29.4,161,3.1
03/08/2018 14:00,30.14,0.65,0.42,rain,1015.64,Drizzle,30.14,267,1.04
03/08/2018 15:00,30.12,0.65,0.4,rain,1015.48,Drizzle,30.12,127,1.62
03/08/2018 16:00,30.12,0.64,0.4,rain,1015.4,Drizzle,30.12,224,1.06
03/08/2018 17:00,29.86,0.63,0.4,rain,1015.42,Drizzle,29.86,249,0.53
03/08/2018 18:00,28.24,0.62,0.47,rain,1015.54,Drizzle,28.09,346,2.16
03/08/2018 19:00,26.21,0.61,0.55,rain,1015.73,Drizzle,26.12,0,2.71
03/08/2018 20:00,24.68,0.59,0.61,rain,1015.93,Drizzle,24.58,20,2.24
03/08/2018 21:00,23.68,0.57,0.64,rain,1016.11,Drizzle,23.59,5,1.65
03/08/2018 22:00,22.67,0.56,0.69,rain,1016.21,Drizzle,22.57,343,1.52
03/08/2018 23:00,21.68,0.54,0.73,rain,1016.22,Drizzle,21.56,331,2.3
04/08/2018 00:00,21.14,0.54,0.73,rain,1016.14,Drizzle,21.08,330,1.73
04/08/2018 01:00,20.96,0.53,0.76,rain,1016,Drizzle,20.83,327,1.58
04/08/2018 02:00,20.23,0.54,0.8,rain,1015.83,Drizzle,20.08,341,2.05
04/08/2018 03:00,19.72,0.55,0.81,rain,1015.69,Drizzle,19.59,341,2.53
04/08/2018 04:00,19,0.57,0.85,rain,1015.62,Drizzle,18.85,335,2.83
04/08/2018 05:00,18.78,0.44,0.86,rain,1015.63,Drizzle,18.62,343,2.98
04/08/2018 06:00,19.03,0.44,0.85,rain,1015.73,Drizzle,18.88,344,3.72
04/08/2018 07:00,19.43,0.19,0.78,rain,1015.88,Drizzle,19.4,349,4.72
04/08/2018 08:00,20.66,0.64,0.71,rain,1016.04,Drizzle,20.66,350,4.34
04/08/2018 09:00,21.88,0.65,0.65,rain,1016.16,Drizzle,21.88,345,3.73
04/08/2018 10:00,23.13,0.65,0.6,rain,1016.21,Drizzle,23.13,353,3.95
04/08/2018 11:00,24.65,0.66,0.54,rain,1016.16,Drizzle,24.65,354,3.44
04/08/2018 12:00,25.65,0.19,0.5,rain,1016.03,Drizzle,25.65,340,3.26
04/08/2018 13:00,25.4,0.19,0.48,rain,1015.83,Drizzle,25.4,328,3.51
04/08/2018 14:00,26.4,0.19,0.44,rain,1015.63,Drizzle,26.4,342,3.54
04/08/2018 15:00,26.41,0.65,0.47,rain,1015.47,Drizzle,26.41,0,3.08
04/08/2018 16:00,26.15,0.19,0.45,rain,1015.39,Drizzle,26.15,16,2.13
04/08/2018 17:00,25.87,0.19,0.45,rain,1015.42,Drizzle,25.87,29,2.28
04/08/2018 18:00,24.35,0.62,0.5,rain,1015.53,Drizzle,24.35,53,3.38
04/08/2018 19:00,22.63,0.61,0.64,rain,1015.72,Drizzle,22.63,66,3.64
04/08/2018 20:00,20.64,0.59,0.67,rain,1015.93,Drizzle,20.64,82,3.98
04/08/2018 21:00,19.76,0.57,0.79,rain,1016.1,Drizzle,19.67,82,3.38
04/08/2018 22:00,17.1,0.56,0.75,rain,1016.21,Drizzle,17.1,116,1.46
04/08/2018 23:00,18.26,0.19,0.87,rain,1016.22,Drizzle,18.11,140,1.49
05/08/2018 00:00,16.06,0.54,0.9,rain,1016.13,Drizzle,16.04,162,0.68
05/08/2018 01:00,15.64,0.53,0.95,rain,1015.99,Drizzle,15.56,185,0.57
05/08/2018 02:00,15.07,0.54,0.95,rain,1015.82,Drizzle,15.04,187,0.3
05/08/2018 03:00,14.83,0.19,0.96,rain,1015.68,Drizzle,14.79,344,0.78
05/08/2018 04:00,14.52,0.44,0.94,rain,1015.61,Drizzle,14.52,42,1.11
05/08/2018 05:00,13.52,0.83,0.97,rain,1015.62,Drizzle,13.52,18,0.38
05/08/2018 06:00,15.35,1,0.95,rain,1015.72,Drizzle,15.29,18,0.76
05/08/2018 07:00,18.83,0.19,0.88,rain,1015.87,Drizzle,18.62,330,0.5
05/08/2018 08:00,20.14,0.19,0.71,rain,1016.03,Drizzle,20.14,110,1.5
05/08/2018 09:00,21.93,0.19,0.56,rain,1016.15,Drizzle,21.93,200,2.6
05/08/2018 10:00,23.92,0.19,0.46,rain,1016.2,Drizzle,23.92,146,1.42
05/08/2018 11:00,24.41,0.65,0.47,rain,1016.15,Drizzle,24.41,119,3.03
05/08/2018 12:00,25.19,0.66,0.46,rain,1016.02,Drizzle,25.19,132,2.8
05/08/2018 13:00,25.93,0.65,0.43,rain,1015.83,Drizzle,25.93,128,3.02
05/08/2018 14:00,26.15,0.65,0.43,rain,1015.62,Drizzle,26.15,123,3.17
05/08/2018 15:00,26.41,0.65,0.42,rain,1015.46,Drizzle,26.41,116,4.62
05/08/2018 16:00,25.89,0.64,0.43,rain,1015.38,Drizzle,25.89,122,4.29
05/08/2018 17:00,25.38,0.63,0.42,rain,1015.41,Drizzle,25.38,125,4.4
05/08/2018 18:00,24.38,0.62,0.46,rain,1015.53,Drizzle,24.38,113,4.42
05/08/2018 19:00,22.63,0.61,0.51,rain,1015.71,Drizzle,22.63,110,5.27
05/08/2018 20:00,20.64,0.59,0.59,rain,1015.92,Drizzle,20.64,113,4.22
05/08/2018 21:00,19.12,0.57,0.65,rain,1016.1,Drizzle,19.12,119,4.11
05/08/2018 22:00,18.11,0.56,0.73,rain,1016.2,Drizzle,18.11,130,3.7
05/08/2018 23:00,17.59,0.54,0.78,rain,1016.21,Drizzle,17.59,134,2.53
06/08/2018 00:00,17.08,0.53,0.78,rain,1016.13,Drizzle,17.08,147,1.23
06/08/2018 01:00,17.92,0.53,0.78,rain,1015.98,Drizzle,17.92,148,2.54
06/08/2018 02:00,16.08,0.54,0.8,rain,1015.81,Drizzle,16.08,144,0.76
06/08/2018 03:00,15.56,0.55,0.83,rain,1015.67,Drizzle,15.56,142,0.7
06/08/2018 04:00,15.92,0.57,0.81,rain,1015.6,Drizzle,15.92,153,0.68
06/08/2018 05:00,14.56,0.58,0.88,rain,1015.62,Drizzle,14.56,114,0.46
06/08/2018 06:00,17.11,0.6,0.83,rain,1015.71,Drizzle,17.11,191,0.52
06/08/2018 07:00,19.67,0.62,0.72,rain,1015.86,Drizzle,19.67,196,0.83
06/08/2018 08:00,22.44,0.63,0.64,rain,1016.02,Drizzle,22.44,71,1.5
06/08/2018 09:00,24.44,0.64,0.55,rain,1016.15,Drizzle,24.44,71,1.5
06/08/2018 10:00,25.44,0.65,0.52,rain,1016.19,Drizzle,25.44,170,2.03
06/08/2018 11:00,27.44,0.65,0.43,rain,1016.15,Drizzle,27.44,230,1.51
06/08/2018 12:00,28.67,0.65,0.39,rain,1016.01,Drizzle,28.67,196,2.95
06/08/2018 13:00,29.41,0.65,0.35,rain,1015.82,Drizzle,29.41,199,3.22
06/08/2018 14:00,29.89,0.65,0.36,rain,1015.62,Drizzle,29.89,193,2.64
06/08/2018 15:00,30.64,0.65,0.32,rain,1015.46,Drizzle,30.64,217,3.06
06/08/2018 16:00,30.64,0.64,0.31,rain,1015.38,Drizzle,30.64,208,2.15
06/08/2018 17:00,29.38,0.63,0.33,rain,1015.4,Drizzle,29.38,209,1.67
06/08/2018 18:00,29.38,0.62,0.33,rain,1015.52,Drizzle,29.38,227,1.74
06/08/2018 19:00,27.39,0.61,0.4,rain,1015.71,Drizzle,27.39,139,1.31
06/08/2018 20:00,26.12,0.59,0.46,rain,1015.91,Drizzle,26.12,165,3.53
06/08/2018 21:00,24.37,0.57,0.55,rain,1016.09,Drizzle,24.37,148,3
06/08/2018 22:00,23.11,0.56,0.59,rain,1016.19,Drizzle,23.11,166,1.96
06/08/2018 23:00,20.28,0.54,0.71,rain,1016.2,Drizzle,20.28,233,1.53
07/08/2018 00:00,20.07,0.53,0.68,rain,1016.12,Drizzle,20.07,256,1.35
07/08/2018 01:00,20.33,0.53,0.65,rain,1015.97,Drizzle,20.33,199,2.42
07/08/2018 02:00,18.8,0.54,0.72,rain,1015.8,Drizzle,18.8,221,2.02
07/08/2018 03:00,18.32,0.55,0.73,rain,1015.67,Drizzle,18.32,230,1.55
07/08/2018 04:00,17.29,0.56,0.78,rain,1015.59,Drizzle,17.29,223,1.6
07/08/2018 05:00,17.04,0.58,0.78,rain,1015.61,Drizzle,17.04,237,1.6
07/08/2018 06:00,17.82,0.6,0.8,rain,1015.71,Drizzle,17.82,247,0.85
07/08/2018 07:00,21.66,0.62,0.63,rain,1015.86,Drizzle,21.66,222,1.48
07/08/2018 08:00,23.39,0.63,0.56,rain,1016.02,Drizzle,23.39,240,2.1
07/08/2018 09:00,25.93,0.64,0.45,rain,1016.14,Drizzle,25.93,191,2.6
07/08/2018 10:00,27.44,0.65,0.4,rain,1016.19,Drizzle,27.44,197,2.76
07/08/2018 11:00,28.71,0.65,0.38,rain,1016.14,Drizzle,28.71,220,2.26
07/08/2018 12:00,29.67,0.65,0.37,rain,1016,Drizzle,29.67,212,2.58
07/08/2018 13:00,30.67,0.65,0.36,rain,1015.81,Drizzle,30.67,203,3.98
07/08/2018 14:00,29.92,0.19,0.35,rain,1015.61,Drizzle,29.92,219,5.88
07/08/2018 15:00,28.66,0.19,0.39,rain,1015.45,Drizzle,28.66,206,3.75
07/08/2018 16:00,29.92,0.44,0.38,rain,1015.37,Drizzle,29.92,226,2.49
07/08/2018 17:00,27.93,0.63,0.44,rain,1015.39,Drizzle,27.93,239,4.12
07/08/2018 18:00,27.14,0.19,0.47,rain,1015.51,Drizzle,26.91,232,5.24
07/08/2018 19:00,26.41,0.19,0.5,rain,1015.7,Drizzle,26.4,292,2.83
07/08/2018 20:00,24.21,0.19,0.63,rain,1015.91,Drizzle,24.11,204,2.03
07/08/2018 21:00,22.38,0.19,0.75,rain,1016.08,Drizzle,22.15,214,3
07/08/2018 22:00,21.37,0.27,0.78,rain,1016.18,Drizzle,21.15,215,3.69
07/08/2018 23:00,19.79,0.44,0.82,rain,1016.19,Drizzle,19.63,221,3.3
08/08/2018 00:00,19.48,0.19,0.81,rain,1016.11,Drizzle,19.37,281,2.83
08/08/2018 01:00,18.62,0.19,0.78,rain,1015.96,Drizzle,18.62,286,3.46
08/08/2018 02:00,17.62,0.75,0.81,rain,1015.8,Drizzle,17.62,270,2.75
08/08/2018 03:00,17.37,0.8,0.78,rain,1015.66,Drizzle,17.37,279,3.22
08/08/2018 04:00,16.84,0.73,0.79,rain,1015.59,Drizzle,16.84,280,2.62
08/08/2018 05:00,17.14,0.88,0.72,rain,1015.6,Drizzle,17.14,272,3.84
08/08/2018 06:00,16.4,0.88,0.72,rain,1015.7,Drizzle,16.4,267,3.57
08/08/2018 07:00,16.65,0.62,0.71,rain,1015.85,Drizzle,16.65,256,4.38
08/08/2018 08:00,17.65,0.75,0.64,rain,1016.01,Drizzle,17.65,253,5.61
08/08/2018 09:00,18.4,0.57,0.58,rain,1016.13,Drizzle,18.4,251,5.86
08/08/2018 10:00,20.13,0.54,0.48,rain,1016.18,Drizzle,20.13,248,6.83
08/08/2018 11:00,20.67,0.37,0.46,rain,1016.13,Drizzle,20.67,240,6.46
08/08/2018 12:00,21.93,0.61,0.42,rain,1015.99,Drizzle,21.93,252,6.27
08/08/2018 13:00,22.4,0.75,0.42,rain,1015.8,Drizzle,22.4,234,6.74
08/08/2018 14:00,22.62,0.65,0.4,rain,1015.6,Drizzle,22.62,233,6.65
08/08/2018 15:00,23.17,0.65,0.4,rain,1015.44,Drizzle,23.17,222,5.61
08/08/2018 16:00,23.66,0.19,0.38,rain,1015.36,Drizzle,23.66,219,5.85
08/08/2018 17:00,23.18,0.19,0.39,rain,1015.39,Drizzle,23.18,231,5.24
08/08/2018 18:00,22.66,0.19,0.42,rain,1015.51,Drizzle,22.66,221,6.02
08/08/2018 19:00,21.15,0.6,0.5,rain,1015.69,Drizzle,21.15,231,5.23
08/08/2018 20:00,19.15,0.59,0.57,rain,1015.9,Drizzle,19.15,220,3.46
08/08/2018 21:00,18.1,0.57,0.61,rain,1016.07,Drizzle,18.1,227,3.42
08/08/2018 22:00,17.62,0.55,0.65,rain,1016.18,Drizzle,17.62,231,2.86
08/08/2018 23:00,17.37,0.54,0.68,rain,1016.19,Drizzle,17.37,225,2.57
09/08/2018 00:00,17.37,0.53,0.7,rain,1016.1,Drizzle,17.37,232,2.38
09/08/2018 01:00,16.62,0.53,0.71,rain,1015.96,Drizzle,16.62,233,2.89
09/08/2018 02:00,16.62,0.54,0.71,rain,1015.79,Drizzle,16.62,237,2.94
09/08/2018 03:00,16.37,0.55,0.75,rain,1015.65,Drizzle,16.37,262,2.36
09/08/2018 04:00,15.84,0.19,0.8,rain,1015.58,Drizzle,15.84,259,2
09/08/2018 05:00,15.62,0.3,0.84,rain,1015.59,Drizzle,15.62,264,1.69
09/08/2018 06:00,15.62,0.19,0.84,rain,1015.69,Drizzle,15.62,275,0.66
09/08/2018 07:00,16.14,0.3,0.84,rain,1015.84,Drizzle,16.14,252,0.71
09/08/2018 08:00,15.89,0.45,0.85,rain,1016,Drizzle,15.89,280,1.11
09/08/2018 09:00,15.89,0.3,0.82,rain,1016.13,Drizzle,15.89,327,1.75
09/08/2018 10:00,16.14,0.3,0.83,rain,1016.17,Drizzle,16.14,322,2.07
09/08/2018 11:00,15.67,0.52,0.89,rain,1016.12,Drizzle,15.67,310,2.32
09/08/2018 12:00,15.4,0.68,0.91,rain,1015.99,Drizzle,15.4,311,2.35
09/08/2018 13:00,15.42,0.59,0.93,rain,1015.8,Drizzle,15.4,304,2.67
09/08/2018 14:00,15.37,0.68,0.9,rain,1015.59,Drizzle,15.37,284,4.05
09/08/2018 15:00,14.59,0.51,0.92,rain,1015.43,Drizzle,14.59,296,3.96
09/08/2018 16:00,14.84,0.51,0.9,rain,1015.36,Drizzle,14.84,314,4.36
09/08/2018 17:00,13.62,0.45,0.93,rain,1015.38,Drizzle,13.62,342,2.03
09/08/2018 18:00,13.62,0.19,0.9,rain,1015.5,Drizzle,13.62,252,2.18
09/08/2018 19:00,13.88,0.19,0.9,rain,1015.69,Drizzle,13.88,195,2.09
09/08/2018 20:00,13.62,0.19,0.9,rain,1015.89,Drizzle,13.62,198,1.55
09/08/2018 21:00,13.63,0.54,0.93,rain,1016.07,Drizzle,13.63,243,2.99
09/08/2018 22:00,13.37,0.38,0.91,rain,1016.17,Drizzle,13.37,236,2.01
09/08/2018 23:00,12.37,0.44,0.91,rain,1016.18,Drizzle,12.37,218,2.29
10/08/2018 00:00,12.37,0.53,0.91,rain,1016.1,Drizzle,12.37,220,2.74
10/08/2018 01:00,11.62,0.53,0.9,rain,1015.95,Drizzle,11.62,230,3.45
10/08/2018 02:00,11.37,0.54,0.91,rain,1015.78,Drizzle,11.37,234,3.32
10/08/2018 03:00,11.1,0.55,0.88,rain,1015.64,Drizzle,11.1,233,3.25
10/08/2018 04:00,10.92,0.56,0.9,rain,1015.57,Drizzle,10.92,210,3.29
10/08/2018 05:00,10.84,0.58,0.9,rain,1015.59,Drizzle,10.84,217,3.56
10/08/2018 06:00,11.62,0.6,0.88,rain,1015.68,Drizzle,11.62,214,3.74
10/08/2018 07:00,13.37,0.62,0.83,rain,1015.84,Drizzle,13.37,222,4.98
10/08/2018 08:00,14.84,0.19,0.76,rain,1016,Drizzle,14.84,234,5.45
10/08/2018 09:00,17.14,0.3,0.66,rain,1016.12,Drizzle,17.14,225,6.01
10/08/2018 10:00,17.84,0.6,0.61,rain,1016.16,Drizzle,17.84,222,6.65
10/08/2018 11:00,17.13,0.67,0.65,rain,1016.12,Drizzle,17.13,216,6.01
10/08/2018 12:00,15.62,0.67,0.76,rain,1015.98,Drizzle,15.62,226,4.86
10/08/2018 13:00,14.28,0.88,0.89,rain,1015.79,Drizzle,14.28,198,2.19
10/08/2018 14:00,15.4,0.75,0.87,rain,1015.59,Drizzle,15.4,231,3.97
10/08/2018 15:00,15.84,0.67,0.82,rain,1015.43,Drizzle,15.84,288,2.38
10/08/2018 16:00,16.41,0.51,0.79,rain,1015.35,Drizzle,16.41,243,4.05
